HP:0000002	Abnormality of body height	身高异常
HP:0005067	Proximal fibular overgrowth	腓骨近端增生
HP:0005068	absent styloid processes	茎突缺如
HP:0005069	rhizo-meso-acromelic limb shortening	根-干-端型肢体短缩
HP:0005070	Proximal radial head dislocation	近端桡骨头脱位
HP:0005072	Hyperextensibility at wrists	手腕背伸过度
HP:0005084	Anterior radial head dislocation	桡骨头前脱位
HP:0005085	limited knee flexion/extension	膝关节屈曲挛缩
HP:0005086	Knee osteoarthritis	膝关节骨性关节炎
HP:0005089	Abnormal metaphyseal trabeculation	干骺端小梁异常
HP:0005090	Lateral femoral bowing	股外侧弯曲
HP:0005092	Streaky metaphyseal sclerosis	干骺端条纹样硬化
HP:0005093	Absent proximal radial epiphyses	桡骨近端骨骺缺如
HP:0005096	Distal femoral bowing	股骨弓形突出
HP:0005099	Severe hydrops fetalis	严重的胎儿水肿
HP:0005100	premature birth following premature rupture of fetal membranes	胎膜早破引起的胎儿早产
HP:0005101	High-frequency hearing impairment	高频听力障碍
HP:0005102	Cochlear degeneration	耳蜗变性
HP:0005103	Calcification of the auricular cartilage	耳软骨钙化
HP:0005104	Hypoplastic nasal septum	鼻中隔发育不全
HP:0005105	Abnormal nasal morphology	鼻形态异常
HP:0005106	Abnormality of the vertebral endplates	椎骨终板异常
HP:0005107	Abnormality of the sacrum	骶骨异常
HP:0005108	Abnormality of the intervertebral disk	椎间盘异常
HP:0005109	Abnormality of the Achilles tendon	跟腱的异常
HP:0005110	Atrial fibrillation	心房纤颤
HP:0005111	Dilatation of the ascending aorta	升主动脉扩张
HP:0005112	Dilatation of the abdominal aorta	腹主动脉扩张
HP:0005113	Dilatation of the aortic arch	主动脉弓扩张
HP:0005114	Abnormalities of the peripheral arteries	外周动脉异常
HP:0005115	Supraventricular arrhythmia	室上性心律失常
HP:0005116	Arterial tortuosity	动脉迂曲
HP:0005117	Elevated diastolic blood pressure	舒张压升高
HP:0005120	Abnormality of cardiac atrium	心房异常
HP:0005121	Posterior scalloping of vertebral bodies	椎体后方扇形
HP:0005129	Congenital hypertrophy of left ventricle	先天性左心室肥厚
HP:0005130	Restrictive heart failure	限制性心力衰竭
HP:0005132	Pericardial constriction	心包缩窄
HP:0005133	Right ventricular dilatation	右心室扩张
HP:0005134	Absence of the pulmonary valve	肺动脉瓣缺失
HP:0005135	EKG: T-wave abnormalities	心电图:T波异常
HP:0005136	Premature calcification of mitral annulus	二尖瓣环过早钙化
HP:0005141	Episodes of ventricular tachycardia	阵发性室性心动过速
HP:0005143	Anomalous origin of right pulmonary artery from ascending aorta	升主动脉异常起源性右肺动脉
HP:0005144	Left ventricular septal hypertrophy	左心室室间隔肥厚
HP:0005145	Coronary artery stenosis	冠状动脉狭窄
HP:0005146	Cardiac valve calcification	心脏瓣膜钙化
HP:0005147	Bidirectional ventricular ectopy	双向心室异位
HP:0005148	Pulmonary valve defects	肺动脉瓣缺陷
HP:0005150	Abnormal atrioventricular conduction	房室传导异常
HP:0005151	Preductal coarctation of the aorta	导管前主动脉缩窄
HP:0005152	Oncocytic cardiomyopathy	嗜酸细胞性心肌病
HP:0005155	Ventricular escape rhythms	室性逸搏心律
HP:0005156	Hypoplastic left atrium	左心房发育不全
HP:0005157	Concentric hypertrophic cardiomyopathy	向心性肥厚性心肌病
HP:0005160	Total anomalous pulmonary venous return	全肺静脉回流异常
HP:0005162	Impaired left ventricular function	左心室功能受损
HP:0005164	Dysplastic pulmonary valve	肺动脉瓣发育不良
HP:0005165	Shortened PR interval	PR间期缩短
HP:0005168	Elevated right atrial pressure	右心房压力升高
HP:0005170	Complete heart block with broad RS complexes	完全性心传导阻滞伴宽RS波群
HP:0005172	Left posterior fascicular block	左后分支传导阻滞
HP:0005173	Calcific aortic valve stenosis	钙化性主动脉瓣狭窄
HP:0005174	Membranous subvalvular aortic stenosis	膜性主动脉瓣下狭窄
HP:0005176	Dysplastic aortic valve	主动脉瓣发育不良
HP:0005177	Premature arteriosclerosis	早发性动脉粥样硬化
HP:0005178	Complete heart block with narrow QRS complexes	完全性心脏传导阻滞伴窄QRS波
HP:0005180	Tricuspid regurgitation	三尖瓣反流
HP:0005181	Premature coronary artery disease	早发性冠心病
HP:0005182	Bicuspid pulmonary valve	二叶肺动脉瓣
HP:0005183	Pericardial lymphangiectasia	心包淋巴管扩张
HP:0005184	Prolonged QTc interval	QTc间期延长
HP:0005185	Global systolic dysfunction	心脏收缩功能障碍
HP:0005186	Synovial hypertrophy	滑膜肥厚
HP:0005187	Progressive joint destruction	关节渐进性受损
HP:0005190	Proximal finger joint hyperextensibility	近端指关节伸展过度
HP:0005191	Congenital knee dislocation	先天性膝关节脱位
HP:0005193	Restricted large joint movement	大关节运动受限
HP:0005194	Flattened metatarsal heads	扁平化跖骨头
HP:0005195	Polyarticular arthropathy	多关节病
HP:0005197	Generalized morning stiffness	周身性晨僵
HP:0005198	Stiff interphalangeal joints	指关节僵硬
HP:0005199	aplasia of the abdominal wall musculature	腹壁肌肉发育不全
HP:0005200	Retroperitoneal fibrosis	腹膜后纤维化
HP:0005201	Anomalous splenoportal venous system	异常脾门静脉系统
HP:0005202	Helicobacter pylori infection	幽门螺杆菌感染
HP:0005203	Spontaneous esophageal perforation	自发性食管穿孔
HP:0005206	Pancreatic pseudocyst	胰腺假性囊肿
HP:0005207	Gastric hypertrophy	胃肥大
HP:0005208	Secretory diarrhea	分泌性腹泻
HP:0005209	Intrahepatic bile duct cysts	肝内胆管囊肿
HP:0005210	Hypoplastic colon	结肠发育不良
HP:0005211	Midgut malrotation	中肠旋转不良
HP:0005212	Anal mucosal leukoplakia	肛门粘膜白斑
HP:0005213	Pancreatic calcification	胰腺钙化
HP:0005214	Intestinal obstruction	肠梗阻
HP:0005215	Frequent Giardia lamblia infestation	频繁蓝氏贾第鞭毛虫感染
HP:0005216	Chewing difficulties	咀嚼困难
HP:0005217	Duplication of internal organs	内部器官重复
HP:0005218	Anoperineal fistula	肛门会阴瘘
HP:0005219	Absence of intrinsic factor	内因子缺乏
HP:0005220	Multiple intestinal neurofibromatosis	多发性肠神经纤维瘤病
HP:0005222	Bowel diverticulosis	肠憩室病
HP:0005223	Duplicated colon	重复结肠
HP:0005224	Rectal abscess	直肠脓肿
HP:0005225	Intestinal edema	肠道水肿
HP:0005227	Adenomatous colonic polyposis	腺瘤性结肠息肉病
HP:0005229	Jejunoileal ulceration	空回肠溃疡
HP:0005230	Biliary tract obstruction	胆道梗阻
HP:0005231	Chronic gastritis	慢性胃炎
HP:0005232	Pancreatic cysts	胰腺囊肿
HP:0005233	Hypoplasia of the gallbladder	胆囊发育不良
HP:0005234	Neonatal intestinal obstruction	新生儿肠梗阻
HP:0005235	Jejunal atresia	空肠闭锁
HP:0005236	Chronic calcifying pancreatitis	慢性钙化性胰腺炎
HP:0005237	Degenerative liver disease	退行性肝病
HP:0005238	Discrete intestinal polyps	分散性肠息肉
HP:0005240	Esophageal obstruction	食管梗阻
HP:0005241	Total intestinal aganglionosis	完全性肠神经节细胞缺乏
HP:0005242	Extrahepatic biliary duct atresia	肝外胆道闭锁
HP:0005243	Partial abdominal muscle agenesis	局部腹肌发育不全
HP:0005244	Gastrointestinal infarctions	胃肠道梗塞
HP:0005245	Intestinal hypoplasia	肠道发育不良
HP:0005246	Giant hypertrophic gastritis	巨大肥厚性胃炎
HP:0005247	Hypoplasia of the abdominal wall musculature	腹壁肌肉发育不良
HP:0005248	Intrahepatic biliary atresia	肝内胆道闭锁
HP:0005249	Functional intestinal obstruction	功能性肠梗阻
HP:0005250	High intestinal obstruction	高位肠梗阻
HP:0005253	Increased anterioposterior diameter of thorax	胸廓前后径增大
HP:0005254	Unilateral chest hypoplasia	单侧胸部发育不全
HP:0005255	Absence of pectoralis minor muscle	胸小肌缺失
HP:0005256	Unilateral absence of pectoralis major muscle	单边无胸大肌
HP:0005257	Thoracic hypoplasia	胸廓发育不全
HP:0005258	Pectoral muscle hypoplasia/aplasia	胸肌发育缺陷/不全
HP:0005259	Abnormal facility in opposing the shoulders	对侧肩膀异常运动（双肩的对称性异常）
HP:0005261	Joint hemorrhage	关节出血
HP:0005262	Abnormality of the synovia	滑膜异常
HP:0005263	Gastritis	胃炎
HP:0005264	Abnormality of the gallbladder	胆囊异常
HP:0005265	Abnormality of the jejunum	空肠异常
HP:0005266	Intestinal polyp	肠息肉
HP:0005267	Premature delivery because of cervical insufficiency or membrane fragility	宫颈机能不全或胎膜脆性原因导致的早产
HP:0005268	Spontaneous abortion	自然流产
HP:0005272	Prominent nasolabial fold	鼻唇沟突出
HP:0005273	Absent nasal septal cartilage	鼻中隔软骨缺如
HP:0005274	Prominent nasal tip	鼻尖突出
HP:0005275	Cartilaginous ossification of nose	鼻软骨骨化
HP:0005278	Hypoplastic nasal tip	鼻尖发育不全
HP:0005280	Depressed nasal bridge	鼻梁凹陷
HP:0005281	Hypoplastic nasal bridge	鼻梁发育不全
HP:0005285	Absent nasal bridge	无鼻梁
HP:0005288	Abnormality of the nares	鼻孔异常
HP:0005289	Abnormality of the nasolabial region	鼻唇沟部位异常
HP:0005290	Internal carotid artery hypoplasia	颈内动脉发育不全
HP:0005291	Inflammatory arteriopathy	炎症性动脉病
HP:0005292	Intimal thickening in the coronary arteries	冠状动脉内膜增厚
HP:0005293	Venous insufficiency	静脉功能不全
HP:0005294	Arterial dissection	动脉夹层
HP:0005295	Pseudocoarctation of the aorta	主动脉假性缩窄
HP:0005296	Occlusive vascular disease	闭塞性血管疾病
HP:0005297	Premature occlusive vascular disease	早发性闭塞性血管病
HP:0005298	Atrioventricular canal defect with right ventricle aorta and pulmonary atresia	房室管缺损伴右室主动脉和肺动脉闭锁
HP:0005299	Premature peripheral vascular disease	早发性外周血管疾病
HP:0005300	Nodular inflammatory vasculitis	结节性血管炎
HP:0005301	Persistent left superior vena cava	左侧上腔静脉永存
HP:0005302	Carotid artery tortuosity	颈动脉迂曲
HP:0005303	Aortic arch calcification	主动脉弓钙化
HP:0005304	Hypoplastic pulmonary veins	肺静脉发育不全
HP:0005305	Cerebral venous thrombosis	脑静脉血栓形成
HP:0005306	Capillary hemangiomas	毛细血管瘤
HP:0005307	Postural hypotension with compensatory tachycardia	体位性低血压伴代偿性心动过速
HP:0005308	Pulmonary artery vasoconstriction	肺动脉收缩
HP:0005309	Peripheral vascular insufficiency	外周血管功能不全
HP:0005310	Large vessel vasculitis	大血管炎
HP:0005311	Agenesis of pulmonary vessels	肺血管发育不全
HP:0005312	Pulmonary arterial intimal fibrosis	肺动脉内膜纤维化
HP:0005313	Arterial fibromuscular dysplasia	纤维肌性动脉发育不良
HP:0005314	Anomalous branches of internal carotid artery	颈内动脉异常分支
HP:0005315	Occlusive arterial disease	闭塞性动脉疾病
HP:0005316	Peripheral pulmonary vessel aplasia	周围肺血管发育不全
HP:0005317	Increased pulmonary vascular resistance	肺血管阻力增加
HP:0005318	Cerebral vasculitis	脑血管炎
HP:0005320	Lack of facial subcutaneous fat	面部皮下脂肪缺乏
HP:0005321	Mandibulofacial dysostosis	下颌骨发育障碍
HP:0005322	Prominent nasal septum	鼻中隔突起
HP:0005323	Hemifacial hypertrophy	半侧面部过度生长
HP:0005324	Disturbance of facial expression	面部表情障碍
HP:0005325	Extension of hair growth on temples to lateral eyebrow	太阳穴处头发向眉外延
HP:0005326	Hypoplastic philtrum	人中发育不全
HP:0005327	Loss of facial expression	面部表情退失
HP:0005328	Progeroid facial appearance	早衰面容
HP:0005329	Fixed facial expression	面部表情木讷
HP:0005332	Recurrent mandibular subluxations	复发性下颌骨半脱位
HP:0005335	Sleepy facial expression	疲倦面容
HP:0005336	Forehead hyperpigmentation	前额色素沉着
HP:0005338	Sparse lateral eyebrow	眉尖稀疏
HP:0005339	Abnormality of complement system	补体系统异常
HP:0005340	Spastic/hyperactive bladder	膀胱痉挛/过度活跃
HP:0005341	Autonomic bladder dysfunction	自主性膀胱功能障碍
HP:0005343	Hypoplasia of the bladder	膀胱发育不良
HP:0005344	Abnormality of the carotid arteries	颈动脉异常
HP:0005345	Abnormality of the vena cava	腔静脉异常
HP:0005346	Abnormal facial expression	面部表情异常
HP:0005347	Cartilaginous trachea	气管软骨化
HP:0005348	Inspiratory stridor	吸气性喘鸣
HP:0005349	Hypoplasia of the epiglottis	会厌发育不良
HP:0005352	Severe T-cell immunodeficiency	重度T细胞免疫缺陷
HP:0005353	Susceptibility to herpesvirus	疱疹病毒易感
HP:0005354	Absent cellular immunity	细胞免疫缺陷
HP:0005356	Decreased serum complement factor I	血清补体因子I减少
HP:0005357	Defective B cell differentiation	B细胞分化缺陷
HP:0005359	aplasia of the thymus	胸腺发育不全
HP:0005360	Susceptibility to chickenpox	水痘易感
HP:0005363	Partial humoral immunodeficiency	体液免疫部分缺陷
HP:0005364	Severe viral infections	重症病毒性感染
HP:0005365	Severe B lymphocytopenia	严重的B淋巴细胞减少症
HP:0005366	Recurrent streptococcus pneumoniae infections	复发性链球菌感染肺炎
HP:0005368	Abnormality of humoral immunity	体液免疫异常
HP:0005369	Decreased serum complement factor H	血清补体因子H减少
HP:0005372	Abnormality of B cell physiology	B细胞生理异常
HP:0005374	Cellular immunodeficiency	细胞免疫缺陷
HP:0005375	Partial cellular immunodeficiency	细胞免疫部分缺陷
HP:0005376	Recurrent Haemophilus influenzae infections	反复流感嗜血杆菌感染
HP:0005379	Severe T lymphocytopenia	重型T淋巴细胞减少症
HP:0005381	Recurrent meningococcal disease	反复脑膜炎球菌感染
HP:0005384	Defective B cell activation	B细胞活化障碍
HP:0005386	Recurrent protozoan infections	反复原虫感染
HP:0005387	Combined immunodeficiency	联合免疫缺陷
HP:0005389	Depletion of components of the alternative complement pathway	补体旁路途径组分消耗
HP:0005390	Recurrent opportunistic infections	反复机会性感染
HP:0005396	Susceptibility to coronavirus 229e	冠状病毒229e易感
HP:0005397	Exaggerated cellular immune processes	细胞免疫过度
HP:0005400	Reduction of neutrophil motility	中性粒细胞运动性降低
HP:0005401	Recurrent candida infections	反复念珠菌感染
HP:0005402	Primary T-lymphocyte immune abnormalities	原发性T淋巴细胞免疫异常
HP:0005403	T lymphocytopenia	T淋巴细胞减少症
HP:0005404	Increase in B cell number	B细胞数目增加
HP:0005406	Recurrent bacterial skin infections	复发性细菌性皮肤感染
HP:0005407	Decreased number of CD4+ T cells	CD4 + T细胞的数目减少
HP:0005409	Markedly reduced T cell function	T细胞功能显著降低
HP:0005411	Chronic intestinal candidiasis	慢性肠道念珠菌症
HP:0005413	Increased alpha-globulin	α-球蛋白增加
HP:0005415	Decreased number of CD8+ T cells	CD8 + T细胞数目减少
HP:0005416	Decreased serum complement factor B	#####
HP:0005419	Decreased T cell activation	T细胞活化降低
HP:0005420	Recurrent gram-negative bacterial infections	反复革兰氏阴性菌感染
HP:0005421	Decreased serum complement C3	血清补体C3减少
HP:0005422	Absence of CD8+ T cells	CD8 + T细胞的缺失
HP:0005423	Dysfunctional alternative complement pathway	补体旁路途径功能失调
HP:0005424	Absent specific antibody response	特异性抗体应答缺失
HP:0005425	Recurrent sinopulmonary infections	反复鼻窦及肺感染
HP:0005428	Severe recurrent varicella	重症复发性水痘
HP:0005429	Recurrent systemic pyogenic infections	反复全身化脓性感染
HP:0005430	Recurrent Neisserial infections	反复奈瑟氏球菌感染
HP:0005432	Transient hypogammaglobulinemia of infancy	婴儿期一过性低丙球蛋白血症
HP:0005435	Impaired T cell function	T细胞功能受损
HP:0005437	Recurrent infections in infancy and early childhood	#####
HP:0005439	Maxillozygomatic hypoplasia	上颌颧骨发育不全
HP:0005441	Sclerotic cranial sutures	颅缝硬化
